Record ID;SchoolName;Number;Street;City;State;Borough;ZipCode;LastInspection;Permittee;InspectionDate;PTET;Site Type;Level;Code;ViolationDescription;LATITUDE;LONGITUDE;COMMUNITYBOARD;COUNCILDISTRICT;CENSUSTRACT;BIN;BBL;NTA;BOROCODE
50102934;ADAPT COMMUNITY NETWORK/UNITED CEREBRAL PALSY OF NYC;2465;BATHGATE AVENUE;Bronx;NY;Bronx;10458;11/30/2022;UNITED CEREBRAL PALSY OF NEW YORK CITY INC;5/11/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);AV;18A;Current valid permit, registration or other authorization to operate establishment not available.;4,09E+13;-7,39E+13;206;15;38700;2011776;2030580020;BX06;2
50092986;MOSDOS SATMAR BP (BOYS);1364;52 STREET;Brooklyn;NY;Brooklyn;11219;3/3/2022;MOSDOS SATMAR BP INC;3/3/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06E+13;-7,40E+13;312;44;23800;3138736;3056630031;BK88;3
40542965;P.S. 214, EMOLIOR ACADEMY;1970;WEST FARMS ROAD;Bronx;NY;Bronx;10460;3/7/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;07/13/2022;2530;FSE (Public School Cafeteria);;;;4,08E+13;-7,39E+13;206;17;6000;2094603;2030210038;BX75;2
40541150;P277Q AT Q485, P2G AT GROVER CLEVELAND HS, GROVER CLEVELAND HIGH SCHOOL;2127;HIMROD STREET;Ridgewood;NY;Queens;11385;3/3/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;08/25/2021;2530;FSE (Public School Cafeteria);C;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;4,07E+13;-7,39E+13;405;30;59500;4080227;4033630001;QN20;4
40542584;P.S. K053, J.H.S. 088 PETER ROUGET;544;7 AVENUE;Brooklyn;NY;Brooklyn;11215;09/28/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;09/28/2022;2530;FSE (Public School Cafeteria);G;10B;"Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.";4,07E+13;-7,40E+13;307;38;14700;3331276;3008800001;BK32;3
40541548;P.S. 146 ANN M. SHORT, P169M @ PS 146 ANN M. SHORT;421;EAST  106 STREET;New York;NY;Manhattan;10029;2/10/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;2/10/2023;2530;FSE (Public School Cafeteria);G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,08E+13;-7,39E+12;111;8;16200;1052999;1017000001;MN33;1
40540732;P.S. 154 QUEENS, P.S. Q255;7502;162 STREET;FRESH MEADOWS;NY;Queens;11366;3/3/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;07/22/2021;2530;FSE (Public School Cafeteria);;;;4,07E+12;-7,38E+13;408;24;125700;4148003;4068340001;QN37;4
40737425;TALMUD TORAH D'RABINU YOEL;5411;FORT HAMILTON PARKWAY;Brooklyn;NY;Brooklyn;11219;01/25/2023;UNITED TALMUDICAL ACADEMY OF BORO PARK;4/11/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06E+13;-7,40E+13;312;44;21800;3139246;3056740006;BK88;3
40542749;JAMES MADISON HIGH SCHOOL;3787;BEDFORD AVENUE;Brooklyn;NY;Brooklyn;11229;03/21/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/21/2023;2530;FSE (Public School Cafeteria);G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06E+13;-7,39E+12;315;48;64200;3182721;3067880001;BK44;3
41532820;IMAGINE ME LEADERSHIP CHARTER SCHOOL;818;SCHENCK AVENUE;Brooklyn;NY;Brooklyn;11207;3/1/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;8/8/2022;2530;FSE (Public School Cafeteria);G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,07E+13;-7,39E+13;305;42;110400;3097693;3043540026;BK82;3
40804993;SAINT FRANCIS OF ASSISI SCHOOL;4300;BAYCHESTER AVENUE;Bronx;NY;Bronx;10466;02/13/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;02/13/2023;2531;FSE (Private School Cafeteria);G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,09E+13;-7,38E+13;212;12;44400;2070412;2050570001;BX62;2
40543744;SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL, M.S. 223 THE LABORATORY SCHOOL OF FINANCE AND TECHN;360;EAST  145 STREET;Bronx;NY;Bronx;10454;01/18/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;7/6/2022;2530;FSE (Public School Cafeteria);;;;4,08E+11;-7,39E+13;201;8;4300;2097038;2023060054;BX39;2
50046766;LEMAN MANHATTAN;1;MORRIS STREET;New York;NY;Manhattan;10004;12/2/2022;LEMAN MANHATTAN PREPARATORY SCHOOL LLC;12/2/2022;2529;FSE (Private School Cafeteria - For Profit);G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,07E+13;-7,40E+13;101;1;1300;1000045;1000130027;MN25;1
40543738;P.S. X140 THE EAGLE SCHOOL, P186X @ PS 140X;916;EAGLE AVENUE;Bronx;NY;Bronx;10456;09/15/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;12/28/2020;2530;FSE (Public School Cafeteria);;;;4,08E+12;-7,39E+12;203;17;18500;2004469;2026270009;BX35;2
40542181;P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL;500;MACON STREET;Brooklyn;NY;Brooklyn;11233;11/29/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;11/29/2022;2530;FSE (Public School Cafeteria);G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,07E+13;-7,39E+13;303;36;29700;3046876;3016710019;BK61;3
50041859;GREAT OAKS ELEMENTARY SCHOOL;4718;FARRAGUT ROAD;Brooklyn;NY;Brooklyn;11203;01/26/2023;KIDS ET CETERA DAY CARE CENTER INC;06/14/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);G;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;4,06E+13;-7,39E+13;317;45;93200;3327647;3047860005;BK91;3
40741706;MOSDOS CHASIDA SQUARE T.T.Y.;105;HEYWARD STREET;Brooklyn;NY;Brooklyn;11206;1/12/2023;MOSDOS CHASIDA  SQUARE T.T.Y;06/14/2021;2533;FSE (Private School Cafeteria - Not-For-Profit);C;02G;Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.;4,07E+13;-7,40E+13;301;33;53300;3335318;3022250050;BK72;3
50087158;PRE-K CENTER AT 108-18 ROOSEVELT AVENUE;10818;ROOSEVELT AVE;CORONA;NY;Queens;11368;11/17/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;2/3/2021;2530;FSE (Public School Cafeteria);;;;4,08E+13;-7,39E+13;404;21;40100;4000000;4019960011;QN26;4
40615588;BE'IKVEI HATZOIN;31;DIVISION AVENUE;Brooklyn;NY;Brooklyn;11249;02/14/2023;BEIS CHINUCH LEBONOS;02/14/2023;2533;FSE (Private School Cafeteria - Not-For-Profit);G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,07E+13;-7,40E+13;301;33;54700;3000000;3021590002;BK73;3
50058770;BROOKLYN URBAN GARDEN CHARTER SCHOOL;500;19 STREET;Brooklyn;NY;Brooklyn;11215;11/16/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;11/16/2022;2531;FSE (Private School Cafeteria);G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,07E+13;-7,40E+13;307;38;150200;3017307;3008890001;BK40;3
40542157;SCHOOL OF SCIENCE & TECHNOLOGY, P.S. K315;2310;GLENWOOD ROAD;Brooklyn;NY;Brooklyn;11210;3/9/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/25/2022;2530;FSE (Public School Cafeteria);C;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;4,06E+12;-7,40E+13;314;45;77200;3205780;3075510026;BK42;3
50080352;BNOS SQUARE OF WILLIAMSBURG;165;SPENCER STREET;Brooklyn;NY;Brooklyn;11205;1/12/2023;BNOS SQUARE OF WILLIAMSBURG;6/2/2021;2533;FSE (Private School Cafeteria - Not-For-Profit);C;06D;Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.;4,07E+12;-7,40E+13;303;33;24100;3048560;3017510003;BK75;3
50114761;YDE MIDDLE SCHOOL CONGREGATION MACHNA SHALVA;2955;AVENUE Y;Brooklyn;NY;Brooklyn;11235;1/9/2023;CONGREGATION MACHNA SHALVA;12/28/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);C;06E;Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.;4,06E+13;-7,39E+13;315;48;59600;3203616;3074230038;BK17;3
50014295;SOUTH BRONX CHARTER SCHOOL FOR INTERNATIONAL CULTURES & THE ARTS (SBCSICA);164;BRUCKNER BLVD;BRONX;NY;Bronx;10454;12/6/2022;SOUTH BRONX CHARTER SCHOOL FOR INTERNATIONAL CULTURE;12/6/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08E+13;-7,39E+13;201;8;1900;2003585;2025460027;BX39;2
40543705;I.S. 117 JOSEPH H. WADE, YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX;1865;MORRIS AVENUE;Bronx;NY;Bronx;10453;2/7/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;12/24/2020;2530;FSE (Public School Cafeteria);;;;4,08E+13;-7,39E+13;205;14;23301;2007902;2028270001;BX41;2
50115014;ST.LGNATIUS LOYOLA PRESCHOOL;240;EAST   84 STREET;New York;NY;Manhattan;10028;11/30/2022;CULINART INC;11/30/2022;2529;FSE (Private School Cafeteria - For Profit);AV;20-abr;“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted.;4,08E+13;-7,40E+13;108;5;13800;1048711;1015290029;MN32;1
50010177;TALMUD TORAH DNITRA;1005;BEDFORD AVENUE;Brooklyn;NY;Brooklyn;11205;1/10/2023;Talmud Torah Dnitra;1/10/2023;2533;FSE (Private School Cafeteria - Not-For-Profit);G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,07E+13;-7,40E+13;303;36;24100;3049709;3017830001;BK75;3
50070081;PRE-K CENTER AT 168-42 JAMAICA AVENUE;16842;JAMAICA AVE;JAMAICA;NY;Queens;11432;11/21/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;11/21/2022;2530;FSE (Public School Cafeteria);C;04A;Food Protection Certificate (FPC) not held by manager or supervisor of food operations.;4,07E+13;-7,38E+13;412;27;44400;4542034;4102100022;QN61;4
40546635;P.S. 043, P.S. Q256;160;BEACH   29 STREET;Far Rockaway;NY;Queens;11691;02/15/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;02/15/2023;2530;FSE (Public School Cafeteria);G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,06E+13;-7,38E+13;414;31;99802;4467711;4158200001;QN15;4
50042280;ACADEMY OF PROMISE;1349;INWOOD AVENUE;Bronx;NY;Bronx;10452;11/22/2022;BRONX ACADEMY OF PROMISE CHARTER SCHOOL;5/10/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08E+13;-7,39E+13;204;16;21900;2000000;2028640021;BX26;2
50114295;YESHIVA & MESIVTA TORAS EMES KAMENITZ;1904;AVENUE N;Brooklyn;NY;Brooklyn;11230;12/5/2022;YESHIVA & MESIVTA TORAS EMES KAMENITZ;09/30/2021;2533;FSE (Private School Cafeteria - Not-For-Profit);G;09C;Food contact surface not properly maintained.;4,06E+13;-7,40E+13;314;48;54600;3398189;3067570001;BK43;3
50017425;ST. ELIZABETH CATHOLIC ACADEMY ANNEX;9416;85TH ST;OZONE PARK;NY;Queens;11416;11/16/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;02/15/2022;2531;FSE (Private School Cafeteria);G;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;4,07E+13;-7,39E+13;409;32;3400;4438433;4090150001;QN53;4
40542158;P.S. 153 HOMECREST;1970;HOMECREST AVENUE;Brooklyn;NY;Brooklyn;11229;3/6/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;3/6/2023;2530;FSE (Public School Cafeteria);G;09A;Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE;4,06E+13;-7,40E+13;315;48;55600;3196677;3072910030;BK25;3
40542534;M.S. 267 MATH, SCIENCE & TECHNOLOGY, LA CIMA CHARTER SCHOOL, BEDFORD STUYVESANT COLLEGIATE CHARTER S;800;GATES AVENUE;Brooklyn;NY;Brooklyn;11221;03/16/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;07/13/2021;2530;FSE (Public School Cafeteria);G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,07E+13;-7,39E+13;303;36;29300;3044657;3016360001;BK35;3
50110177;AMERICAN DREAM SCHOOL;403;CONCORD AVENUE;Bronx;NY;Bronx;10454;12/1/2022;AMERICAN DREAM CHARTER SCHOOL;12/1/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);AV;18-ene;Current valid permit, registration or other authorization to operate a Food Service Establishment (FSE) or Non-retail Food Processing Establishment (NRFP) not available.;4,08E+13;-7,39E+13;201;8;3500;2003866;2025730087;BX39;2
40541280;WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VIS, SUCCESS ACADEMY CHARTER SCHOOL-HARLEM WEST, FRED;215;WEST  114 STREET;New York;NY;Manhattan;10026;01/31/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;07/18/2022;2530;FSE (Public School Cafeteria);G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08E+12;-7,40E+13;110;9;21800;1055204;1018300019;MN11;1
40543724;M.S. 301 PAUL L. DUNBAR, GIRLS PREPARATORY CHARTER SCHOOL BRONX MIDDLE SCHOOL, P.S. X188;890;CAULDWELL AVENUE;Bronx;NY;Bronx;10456;01/24/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;01/19/2022;2530;FSE (Public School Cafeteria);;;;4,08E+13;-7,39E+13;203;16;18500;2004496;2026310048;BX35;2
DM21121654609869332;Blessed Sacrament School;830;DELAFIELD AVENUE;NULL;NY;Staten Island;10310;02/14/2023;BLESSED SACRAMENT SCHOOL;02/14/2023;2533;FSE (Private School Cafeteria - Not-For-Profit);AV;18-ene;Current valid permit, registration or other authorization to operate a Food Service Establishment (FSE) or Non-retail Food Processing Establishment (NRFP) not available.;4,06E+13;-7,41E+13;501;49;14100;5106712;5002340001;SI22;5
41442476;THE MAURICE SENDAK COMMUNITY SCHOOL;211;8 STREET;Brooklyn;NY;Brooklyn;11215;10/27/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;02/24/2021;2530;FSE (Public School Cafeteria);;;;4,07E+13;-7,40E+12;306;39;13700;3021840;3009980001;BK37;3
40403839;TRINITY SCHOOL;139;WEST   91 STREET;New York;NY;Manhattan;10024;12/1/2022;FLIK INTERNATIONAL CORPORATION;03/30/2022;2529;FSE (Private School Cafeteria - For Profit);G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08E+13;-7,40E+13;107;6;17700;1032497;1012220012;MN12;1
40798586;ST. JOHN CHRYSOSTOM SCHOOL;1144;HOE AVENUE;Bronx;NY;Bronx;10459;11/30/2022;ARCHDIOCESE OF NEW YORK;02/19/2021;2533;FSE (Private School Cafeteria - Not-For-Profit);G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08E+13;-7,39E+13;203;17;12101;2086634;2027520009;BX35;2
40543569;P.S. 086 KINGSBRIDGE HEIGHTS;2756;RESERVOIR AVENUE;Bronx;NY;Bronx;10468;03/13/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/13/2023;2530;FSE (Public School Cafeteria);G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,09E+13;-7,39E+13;207;11;40900;2100971;2032470070;BX28;2
41607553;AL-MADINAH SCHOOL;383;3 AVENUE;Brooklyn;NY;Brooklyn;11215;12/12/2022;AL-MADINAH SCHOOL, INC;03/15/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);AV;18A;Current valid permit, registration or other authorization to operate establishment not available.;4,07E+13;-7,40E+13;306;39;11900;3338558;3009800001;BK37;3
40561426;M.S. 180 DR. DANIEL HALE WILLIAMS;700;BAYCHESTER AVENUE;Bronx;NY;Bronx;10475;02/17/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;07/30/2021;2530;FSE (Public School Cafeteria);;;;4,09E+13;-7,38E+13;210;12;46201;2116158;2051410150;BX13;2
40803103;HOLY ROSARY SCHOOL;1500;ARNOW AVENUE;Bronx;NY;Bronx;10469;11/22/2022;ARCHDIOCESE OF NEW YORK;5/10/2021;2533;FSE (Private School Cafeteria - Not-For-Profit);;;;4,09E+13;-7,38E+13;211;13;36000;2054563;2045340045;BX31;2
50115047;DOS AMIGOS SCHOOL IN THE SQUARE;108;COOPER STREET;New York;NY;Manhattan;10034;12/16/2022;SCHOOL IN THE SQUARE PUBLIC CHARTER SCHOOL;5/11/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);C;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;4,09E+13;-7,39E+13;112;10;30300;1077394;1022420019;MN01;1
40803904;ST. BRENDAN;268;EAST  207 STREET;Bronx;NY;Bronx;10467;11/21/2022;ARCHDIOCESE OF NEW YORK;11/21/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,09E+13;-7,39E+13;207;11;42300;2018138;2033420029;BX43;2
40542782;HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDIA, HIGH SCHOOL FOR MEDICAL PROFESSIONS, URBAN ACTI;1600;ROCKAWAY PARKWAY;Brooklyn;NY;Brooklyn;11236;8/9/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;08/16/2021;2530;FSE (Public School Cafeteria);C;04M;Live roaches present in facility's food and/or non-food areas.;4,06E+13;-7,39E+13;318;46;99000;3230949;3082220001;BK50;3
40562769;FOREST HILLS HIGH SCHOOL;6701;110 STREET;FOREST HILLS;NY;Queens;11375;10/7/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;02/14/2022;2530;FSE (Public School Cafeteria);G;10C;Lighting Inadequate;4,07E+13;-7,38E+13;406;29;74700;4052143;4021890002;QN17;4
40542442;P.S. 276 LOUIS MARSHALL;1070;EAST   83 STREET;Brooklyn;NY;Brooklyn;11236;10/17/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;08/16/2021;2530;FSE (Public School Cafeteria);C;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;4,06E+13;-7,39E+13;318;46;99600;3225637;3080340001;BK50;3
40542958;P.S. 163 ARTHUR A. SCHOMBURG;2075;WEBSTER AVENUE;Bronx;NY;Bronx;10457;03/16/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;11/18/2020;2530;FSE (Public School Cafeteria);G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,09E+13;-7,39E+13;205;15;37900;2013297;2031420048;BX41;2
40542827;P.S. 120 CARLOS TAPIA, P368K @ PS 120K;18;BEAVER STREET;Brooklyn;NY;Brooklyn;11206;10/21/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;07/23/2021;2530;FSE (Public School Cafeteria);C;04L;Evidence of mice or live mice present in facility's food and/or non-food areas.;4,07E+13;-7,39E+13;304;34;38900;3071806;3031370026;BK78;3
40540730;P.S. 153 MASPETH ELEM;6002;60 LANE;MASPETH;NY;Queens;11378;03/17/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;8/12/2021;2530;FSE (Public School Cafeteria);G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,07E+13;-7,39E+13;405;30;59900;4060987;4027320018;QN30;4
40564350;P.S. 372 -THE CHILDREN'S SCHOOL, THE CHILDREN'S SCHOOL (PROGRAM);512;CARROLL STREET;Brooklyn;NY;Brooklyn;11215;11/16/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;01/20/2022;2530;FSE (Public School Cafeteria);A;18G;Manufacture of frozen dessert not authorized on Food Service Establishment permit. Milk or milk product undated, improperly dated or expired.;4,07E+13;-7,40E+13;306;39;11900;3007707;3004550001;BK37;3
40542539;CHRISTOPHER AVENUE COMMUNITY SCHOOL, LEADERSHIP PREP OCEAN HILL MIDDLE CS, LEADERSHIP PREPARATORY OC;51;CHRISTOPHER AVENUE;Brooklyn;NY;Brooklyn;11212;11/7/2022;NEW YORK CITY DEPARTMENT OF EDUCATION;11/7/2022;2530;FSE (Public School Cafeteria);G;08A;Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.;4,07E+13;-7,39E+12;316;37;90800;3083608;3036930001;BK81;3
40543532;P.S. 019 JUDITH K. WEISS;4318;KATONAH AVENUE;Bronx;NY;Bronx;10470;03/20/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;03/20/2023;2530;FSE (Public School Cafeteria);;;;4,09E+12;-7,39E+13;212;11;45102;2019463;2033860001;BX62;2
40541826;P.S. 236 MILL BASIN, P.S. K771;6302;AVENUE U;Brooklyn;NY;Brooklyn;11234;01/17/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;11/10/2020;2530;FSE (Public School Cafeteria);G;10F;Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,06E+13;-7,39E+12;318;46;69800;3326821;3084640001;BK45;3
50044845;YESHIVA KETANA OF QUEENS;7815;PARSONS BLVD;FLUSHING;NY;Queens;11366;12/15/2022;QUEENS YESHIVA KETANA;02/17/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);;;;4,07E+13;-7,38E+13;408;24;125700;4147910;4068290001;QN37;4
40541711;DEMOCRACY PREP ENDURANCE CHARTER (MIDDLE) SCHOOL, P.S. 154 HARRIET TUBMAN;250;WEST  127 STREET;New York;NY;Manhattan;10027;2/3/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;7/5/2022;2530;FSE (Public School Cafeteria);G;10F;Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.;4,08E+13;-7,39E+13;110;9;22400;1058671;1019320010;MN03;1
50129300;CONGREGATION BNOS CHAYA;4502;14 AVENUE;Brooklyn;NY;Brooklyn;11219;11/23/2022;CONGREGATION BNOS CHAYA;11/9/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);CP;05D;No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area.  Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.;4,06E+13;-7,40E+13;312;44;23200;3136746;3056170038;BK88;3
50103054;OHOLEI TORA;417;TROY AVENUE;Brooklyn;NY;Brooklyn;11213;03/23/2023;EDUCATIONAL INSTITUTE OHOLEI TORAH OF BROOKLYN INC;06/17/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);C;04A;Food Protection Certificate not held by supervisor of food operations.;4,07E+13;-7,39E+13;309;35;35500;3038370;3014230005;BK63;3
41583012;BAIS YAAKOV FAIGEN SCHONBERG;1169;43 STREET;Brooklyn;NY;Brooklyn;11219;02/16/2023;BAIS YAAKOV FAIGEH SCHONBERGER OF ADAS YEREIM;6/8/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);G;10A;Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.;4,06E+13;-7,40E+13;312;39;22400;3135866;3055970053;BK88;3
41247191;BNOS MALKA ACADEMY;7102;113 STREET;FOREST HILLS;NY;Queens;11375;1/5/2023;MALKA ACADEMY BNOS;06/16/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);AV;18A;Current valid permit, registration or other authorization to operate establishment not available.;4,07E+13;-7,38E+13;406;29;75702;4437364;4022460041;QN17;4
40740541;YESHIVAT MIZRACHI L'BANIM;2810;NOSTRAND AVE LOWR LEVEL;BROOKLYN;NY;Brooklyn;11229;02/22/2023;YESHIVAT MIZRAHI L'BANIM;4/12/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);G;08A;Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.;4,06E+13;-7,39E+13;315;45;64200;3211291;3076900051;BK44;3
40734760;MESIVTA NACHLAS YAKOV OF ADAS YEREIM;185;WILSON STREET;Brooklyn;NY;Brooklyn;11211;02/16/2023;MESIVTA NACHLAS YAKOV OF ADAS YEREIM;04/28/2022;2533;FSE (Private School Cafeteria - Not-For-Profit);G;10B;"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.";4,07E+12;-7,40E+13;301;33;53500;3059912;3021780006;BK72;3
50045089;PS 110, P277Q @ Q315;43-18;97 PLACE;Corona;NY;Queens;11368;2/1/2023;NEW YORK CITY DEPARTMENT OF EDUCATION;2/1/2023;2530;FSE (Public School Cafeteria);G;10B;"Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.";4,07E+13;-7,39E+13;404;21;37500;4439257;4016130017;QN26;4
